Title,Author,ISBN-13,Year,Original Publisher,Updated Edition,Publisher/Stable URL,MLA 8 Citation,Free Online Copy,Buy,Google Books,Goodreads,WorldCat,Horror Lex Summary,Films Discussed,Tags,HL Recommended,Photo
"Shocking Representation: Historical Trauma, National Cinema, and the Modern Horror Film","Lowenstein, Adam","9780231132466 (hardcover)
9780231132473 (paperback)
9780231507189 (ebook)",2005,Columbia University Press,,https://cup.columbia.edu/book/shocking-representation/9780231132473,"Lowenstein, Adam. Shocking Representation: Historical Trauma, National Cinema, and the Modern Horror Film. Columbia UP, 2005.",https://epdf.pub/shocking-representation-historical-trauma-national-cinema-and-the-modern-horror-.html,,https://www.google.com/books/edition/_/XK1TwK_l-BEC?sa=X&ved=2ahUKEwjViJSWoZ7rAhX0l3IEHf6ODqYQ7_IDMBV6BAgSEAM,https://www.goodreads.com/book/show/314020.Shocking_Representation,http://www.worldcat.org/oclc/260123190,"While many writers have theorized that horror movies reflect societal anxieties, Lowenstein goes one step further: they reflect ""wounds in the fabric of culture and history"" caused by war and national tragedy that ""bleed through conventional confines of time and space."" In Shocking Representation, he draws upon trauma studies as well as art and film theory to explore the culturally relevant connection between trauma, mourning, and some of our most important horror fictions.

Lowenstein's thesis takes him on a trip around the world and through several decades of the 20th and 21st centuries. World War II, however, is the dominant theme. He interprets Georges Franju's Eyes Without a Face (Les Yeux Sans Visage) (1960) as a film heavy with French guilt over the WWII Vichy occupation era and the war in Algeria. As for England, he looks to Peeping Tom (1960) as a reflection of the breakdown of class boundaries after WWII, hailed as ""The People's War,"" but whose unifying nature could not be sustained in the decades after. Moving to Japan, the author reads Onibaba (1964) as an allegory for the Hiroshima bombing and war victimhood, tied up in the figure of haunted women. 

The chapter on Wes Craven's The Last House on the Left (1972) moves to a different war, different era: Vietnam. As Lowenstein demonstrates, the film confronts the divisiveness of the era, in which American society learned to take sides by demonizing the opposition -- young/old, hippie/conservative, blue collar/white collar -- crystallized into both jungle combat and home-grown violent tragedies like the Kent State shooting. 

Lowenstein wraps up with a chapter on David Cronenberg, whose films literalize the fractured nature of national (specifically, Canadian) identity through fractured bodies, and a brief final note on 9/11.

While Lowenstein is an engaging writer, the concepts he draws from -- grounded in philosophy, psychoanalysis, history, and film theory -- are difficult to grasp with a mere breezy read. The book is also bursting at the seams with historical references and primary sources. As one of the best books available linking horror to history, it may be worth multiple reads. ","11'09''01 - September 11 (2002)
Blood of the Beasts (Le sang des bêtes) (short) (1949) 
Crash (1996)
The Curse of Frankenstein (1957)
Deathdream (a.k.a. Dead of Night, The Night Walk) (1971)
Deliverance (1972)
Eyes Without a Face (Les Yeux Sans Visage) (1960)
Joe (1970)
Goin' Down the Road (1970)
I Live in Fear (a.k.a. Ikimono no kiroku; Record of a Living Being) (1955)
The Last House on the Left (1972)
Night and Fog in Japan (Nihon no yoru to kiri) (1960)
Night of the Living Dead (1968)
Onibaba (1964)
Peeping Tom (1960)
Psycho (1960)
Room at the Top (1959)
Saturday Night and Sunday Morning (1960)
Shivers (a.k.a. The Parasite Murders, They Came From Within) (1975)
A Taste of Honey (1961)
The Virgin Spring (1960)
We Were Soldiers (2002)","sociology, history, war, World War II, WWII, France, French, England, United Kingdon, Great Britain, Japan, Asia, nuclear, trauma, Freud, Hammer, gender, female, women, Vietnam War, Wes Craven, David Cronenberg, 9/11, Canada, Canadian",,LOWADA2005
Firestorm: American Film in the Age of Terrorism,"Prince, Stephen","9780231148702 (hardcover)
9780231148719 (paperback)
9780231520089 (ebook)",2009,Columbia University Press,,https://cup.columbia.edu/book/firestorm/9780231148719,"Prince, Stephen. Firestorm: American Film in the Age of Terrorism. Columbia UP, 2009.",,,https://www.google.com/books/edition/_/SPgcyGainyYC?sa=X&ved=2ahUKEwjno-6VnJ7rAhUjYjUKHQPaB0IQ7_IDMBR6BAgREAM,https://www.goodreads.com/book/show/6257030-firestorm,http://www.worldcat.org/oclc/488833623,,"(Partial list)

・Saw (2004)
・Hostel (2005)","torture porn, torture, 9/11, terrorism",,PRISTE2009
"Hideous Progeny: Disability, Eugenics, and Classic Horror Cinema","Smith, Angela M.","9780231157162 (hardcover)
9780231157179 (paperback)
9780231527859 (ebook)",2012,Columbia University Press,,https://cup.columbia.edu/book/hideous-progeny/9780231157179,"Smith, Angela M. Hideous Progeny: Disability, Eugenics, and Classic Horror Cinema. Columbia UP, 2012.",,,https://www.google.com/books/edition/Hideous_Progeny/NLg4pQAwbLgC?kptab=editions&sa=X&ved=2ahUKEwiQkv2OnZ7rAhXrtlkKHTwOCH8QmBYwAHoECAYQCA,https://www.goodreads.com/book/show/12040448-hideous-progeny,http://www.worldcat.org/oclc/1069621378,"From where in our collective psyche did classic monsters come? The ravages of war, some say. Ancient myths, others say. Smith has a different idea: that the monsters of early horror cinema looked the way they did and got the reactions that they did, at least in part, because of an early concept of body horror: the fear of disability. The driving force of the eugenics movement of the late 19th and early 20th centuries was to identify and support the genetically superior while diagnosing and suppressing - if not outright killing - the genetically inferior. When the broken and grotesque Frankenstein's monster towered over the body of the young white girl, or Dracula appears in Lucy's bedchamber as a bat intending to mix their blood, he is precisely the type of degenerate ""Other"" that politicians and moralizers warned those girls against marrying. And ironically, these films about degenerates often became shunned themselves as degenerate films (think Freaks).

Smith makes a good case that physical disability has been overlooked as one of the ""differences"" encoded in the dread of horror. Her academic tone is sometimes a bit of a sludge, but her thesis is unique and worth the read.","Bride of Frankenstein (1935)
Doctor X (1932)
Dr. Jekyll and Mr. Hyde (1920)
Dr. Jekyll and Mr. Hyde (1931)
Dr. Jekyll and Mr. Hyde (1941)
Dracula (1931)
Frankenstein (1931)
Freaks (1932)
The House of Dracula (1945)
The Human Monster (a.k.a. Dark Eyes of London) (1939)
The Invisible Man (1933)
The Invisible Ray (1936)
Island of Lost Souls (1932)
Mad Love (1935)
The Monster Maker (1944)
Mystery of the Wax Museum (1933)
The Phantom of the Opera (1925)
The Raven (1935)
The Return of Doctor X (1939)
The Silence of the Lambs (1991)
The Texas Chain Saw Massacre (1974)","classics, disabled, disability, Dracula, Frankenstein, science",,SMIANG2012
Screening Torture: Media Representations of State Terror and Political Domination,"Flynn, Michael and Fabiola Fernandez Salek (Eds.)","9780231153584 (hardcover)
9780231153591 (paperback)
9780231526975 (ebook)",2012,Columbia University Press,,http://cup.columbia.edu/book/screening-torture/9780231153591,"Flynn, Michael, and Fabiola Fernandez Salek, editors. Screening Torture: Media Representations of State Terror and Political Domination. Columbia UP, 2012.",,,https://www.google.com/books/edition/Screening_Torture/twGAFrlmorgC?kptab=editions&sa=X&ved=2ahUKEwjT_tDToJ7rAhVSwVkKHdFIBqsQmBYwAHoECAYQCQ,https://www.goodreads.com/book/show/13696315-screening-torture,http://www.worldcat.org/oclc/820448064,"Editors Flynn and Salek and their contributors take on the rise of torture depictions in films and TV, primarily in political and action thrillers. While cinematic torture is not strictly a post-9/11 phenomenon, certainly the 9/11 terrorist attacks and the ensuing international debate about how far a nation may go to avenge or investigate such crimes (see the Abu Graib scandal) brought the issue to the forefront. Each chapter examines one facet of the torture debate, often through the lens of pop culture. 

Be forewarned, however, this book is far more about history, politics, and morality than it is about horror, and there is no in-depth discussion of so-called ""torture porn"" of Hostel or Saw. Most relevant to the horror genre is Chapter 5, on Peeping Tom and the ""predatory force"" of the camera.","Flynn, Michael and Fabiola F. Salek - Introduction: Screening Torture

Danzig, David - Chapter 1: Countering the Jack Bauer Effect: An Examination of How to Limit the Influence of TV's Most Popular, and Most Brutal, Hero

Quinby, Lee - Chapter 2: Mel Gibson's Tortured Heroes: From the Symbolic Function of Blood to the Spectacles of Pain
・Apocalypto (2006)
・Braveheart (1995)
・The Passion of the Christ (2004)

Flynn, Michael and Fabiola F. Salek - Chapter 3: It's a Perfect World: Torture, Confession, and Sacrifice
・Man on Fire (2004)
・Taken (2008)
・Unthinkable (2010)

Berry, Chris - Chapter 4: Lust, Caution: Torture, Sex and Passion in Chinese Cinema
・Azalea Mountain (Dujuan Shan) (1974)
・Big Road (a.k.a. The Highway) (Da Lu) (1934)
・Lust, Caution (Se Jie) (2007)
・New Women (Xin Nuxing) (1934)
・The Red Detachment of Women (Hongse Nianzijun) (1961)
・Song of Youth (Qingchun zhi ge) (1959)
・Two Stage Sisters (Wutai Jiemei) (1964)

Carney, Phil - Chapter 5: The Art of Photogenic Torture
・Blow-Up (1966)
・Circus of Horrors (1960)
・Horrors of the Black Museum (1960)
・Peeping Tom (1960)
・Psycho (1960)

McCoy, Alfred W. - Chapter 6: Beyond Susan Sontag: The Seduction of Psychological Torture
・Casino Royale (2006)
・Goldfinger (1964)
・Hostel (2005)
・The Passion of the Christ (2004)
・Salo, or the 120 Days of Sodom (1975)

Strange, Carolyn - Chapter 7: Stanley Kubrick's A Clockwork Orange as Art Against Torture
・A Clockwork Orange (1971)

Goldberg, Elizabeth Swanson - Chapter 8: ""Accorded a Place in the Design"": Torture in Postapartheid Cinema
・Forgiveness (2004)
・In My Country (2004)
・Long Night's Journey Into Day (2000)
・Zulu Love Letter (2004

Chapter 9: Confessing Without Regret: An Israeli Film Genre
Alexander, Livia""
・A Deserter's Wife (Isha zara) (1992)
・Every Mother Should Know (Teda kol em ivriya) (2008)
・Green Fields (Sadot yerukim) (1989)
・My First War (Hamilchama Harishona Sheli) (2008)
・My Terrorist (ha-Mehabel Sheli) (2002)
・One of Us (Ehad mi-shelanu) (1989)
・Outlook (Nekudat tatspit) (1990)
・To See If I'm Smiling (Lir'ot im ani mehayehet) (2007)
・Waltz With Bashir (Valtz im Bashir) (2008)
・What's Wrong (Ma kara?) (1988)

Rejali, Darius - Chapter 10: Movies of Modern Torture as Convenient Truths
・Altered States (1978)
・The Battle of Algiers (1966)
・Day of the Dolphin (1973)
・First Blood, Part II
・The Incredibles
・The Manchurian Candidate (1962)
・Taxi to the Darkside (2007)

Devji, Faisal - Chapter 11: Torture at the Limit of Politics
・Black Friday (2007)

Lazreg, Marnia - Chapter 12: Doing Torture in Film: Confronting Ambiguity and Ambivalence
・The Battle of Algiers (1966)
・Standard Operating Procedure (2008)
・Taxi to the Darkside (2007)

Mestrovic, Stjepan G. - Chapter 13: Documenting the Documentaries on Abu Ghraib: Facts Versus Distortion
・The Ghosts of Abu Ghraib (2007)
・Standard Operating Procedure (2008)","politics, war, terrorism, 9/11, torture, trauma",,FLYMIC2012
The Cinema of Michael Haneke: Europe Utopia,"McCann, Ben and David Sorfa (Eds.)","9781906660307 (hardcover)
9781906660291 (paperback)
9780231504652 (ebook)",2012,Columbia University Press,,https://cup.columbia.edu/book/the-cinema-of-michael-haneke/9781906660291,"McCann, Ben, and David Sorfa, editors. The Cinema of Michael Haneke. Columbia UP, 2012.",,,https://www.google.com/books/edition/The_Cinema_of_Michael_Haneke/pn_80v1lejcC?kptab=editions&sa=X&ved=2ahUKEwim97_VoZ7rAhVqu1kKHS-IBaAQmBYwAHoECAYQBw,https://www.goodreads.com/book/show/6167115-the-cinema-of-michael-haneke,"
http://www.worldcat.org/oclc/840887175",,"Funny Games (1997)
The Piano Teacher (La pianiste) (2001)",Michael Haneke,,MCCBEN2012
"Dreaming of Cinema: Spectatorship, Surrealism, and the Age of Digital Media","Lowenstein, Adam","9780231166560 (hardcover)
9780231166577 (paperback)
9780231538480 (ebook)",2014,Columbia University Press,,https://cup.columbia.edu/book/dreaming-of-cinema/9780231166577,"Lowenstein, Adam. Dreaming of Cinema: Spectatorship, Surrealism, and the Age of Digital Media. Columbia UP, 2014.",,,https://www.google.com/books/edition/Dreaming_of_Cinema/tU8xBgAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/22329480-dreaming-of-cinema,http://www.worldcat.org/oclc/1162045067,,"Chapter 2: Interactive Spectatorship: Gaming, Mimicry, and Art Cinema: Between Un Chien Andalou and eXistenZ
・eXistenZ (1999)

Chapter 3: Globalized Spectatorship: Ring Around the Superflat Global Village: J-Horror Between Japan and America
・The Ring (2002)
・Ringu (1998)","David Cronenberg, Asia, Japan, J-horror, remakes, surrealism, art",,LOWADA2014
Must We Kill the Thing We Love? Emersonian Perfectionism and the Films of Alfred Hitchcock,"Rothman, William","9780231166027 (hardcover)
9780231166034 (paperback)
9780231537308 (ebook)",2014,Columbia University Press,,http://cup.columbia.edu/book/must-we-kill-the-thing-we-love/9780231166034,"Rothman, William. Must We Kill the Thing We Love? Emersonian Perfectionism and the Films of Alfred Hitchcock. Columbia UP, 2014.",,,https://www.google.com/books/edition/Must_We_Kill_the_Thing_We_Love_/NcjbAgAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwjbhvCin57rAhUywVkKHcUZAB4QmBYwAHoECAYQCA,https://www.goodreads.com/book/show/18473892-must-we-kill-the-thing-we-love,http://www.worldcat.org/oclc/934690869,,"(Partial list)

The Birds (1963)
Blackmail (1939)
Marnie (1964)
North by Northwest (1959)
Psycho (1960)
Rear Window (1954)
Rope (1948)
Shadow of a Doubt (1943)
Vertigo (1958)","Alfred Hitchcock, philosophy",,ROTWIL2014
The Subject of Torture: Psychoanalysis and Biopolitics in Television and Film,"Neroni, Hilary","9780231170703 (hardcover)
9780231170710 (paperback)
9780231539142 (ebook)",2015,Columbia University Press,,https://www.jstor.org/stable/10.7312/nero17070,"Neroni, Hilary. The Subject of Torture: Psychoanalysis and Biopolitics in Television and Film. Columbia UP, 2015.",,,https://www.google.com/books/edition/The_Subject_of_Torture/-bboBgAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwi7y5qOsNXrAhVQl3IEHcvCCRkQmBYwAHoECAYQCA,https://www.goodreads.com/book/show/27189786-the-subject-of-torture,http://www.worldcat.org/oclc/963887003,,"Chapter 3: Torture Porn and the Desiring Subject in Hostel and Saw
・Hostel (2005)
・Hostel: Part II (2007)
・Saw (2004)
・Saw II (2005)
・Saw III (2006)
・Saw IV (2007)
・Saw V (2008)
・Saw VI (2009)
・Saw 3D: The Final Chapter (2010)
・Saw (series) (2004-2017)","torture, torture porn, terrorism, 9/11, psychoanalysis, politics",,
"Cinema by Design: Art Nouveau, Modernism, & Film History","Fischer, Lucy","9780231175029 (hardcover)
9780231175036 (paperback)
9780231544221 (ebook)",2017,Columbia University Press,,https://cup.columbia.edu/book/cinema-by-design/9780231175036,"Fischer, Lucy. Cinema by Design: Art Nouveau, Modernism, & Film History. Columbia UP, 2017.",,,https://www.google.com/books/edition/Cinema_by_Design/xTMdDgAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwjavdnfmp7rAhWmtlkKHaM0BgUQmBYwAHoECAMQCA,https://www.goodreads.com/book/show/32968797-cinema-by-design,http://www.worldcat.org/oclc/972086914,,"Chapter 4: Art Nouveau, Chambers of Horror, and the ""Jew in the Text""
・The Abominable Dr. Phibes (1971)
・Deep Red (Profondo rosso) (1975)
・The Strange Color of Your Body's Tears (2013)","art, Dario Argento, giallo",,
The Teenage Slasher Movie Book (original title: Teenage Wasteland: The Slasher Movie Uncut),"Kerswell, J.A.","9781620083079 (paperback)
9781620083086 (ebook)",2010,CompanionHouse Books,"CompanionHouse Books (2nd ed., 2018)",https://www.foxchapelpublishing.com/teenage-slasher-movie-book-2nd-revised-and-expanded-edition-the.html,"Kerswell, J.A. The Teenage Slasher Movie Book. 2010. 2nd ed., CompanionHouse, 2018.",,,https://www.google.com/books/edition/The_Teenage_Slasher_Movie_Book_2nd_Revis/VgyODwAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/40242516-the-teenage-slasher-movie-book,http://www.worldcat.org/oclc/1035243302,"There is perhaps no one on Earth more knowledgeable about the subject of slashers than author J.A. (Justin) Kerswell, who keeps up the Hysteria Lives website, with its exhaustive series of slasher reviews and bonus content, and its companion, the long-running podcast (and Horror Lex favorite) Hysteria Continues. This book is the breezy, colorful, coffee-table version of the slasher encyclopedia that Kerswell could write. The book gives a basic overview of slasher movie origins, gialli, the late '70s-early '80s boom and then rapid bust, the undying sequels and remakes, and the subgenre's revival via Scream and beyond. It's a basic education for those not well-versed in slashers, and a trophy book for those who are.","(Note: Many more films are mentioned in passing; the ones below get at least a sentence or two.)

10 to Midnight (1983)
Absurd (a.k.a. Horrible) (1981)
Alone in the Dark (1982)
All the Boys Love Mandy Lane (2006)
And Soon the Darkness (1970)
And Then There Were None (1945)
Another Son of Sam (1977)
April Fool's Day (1986)
The Bat (1926)
A Bay of Blood (a.k.a. Twitch of the Death Nerve) (1971)
Behind the Mask: The Rise of Leslie Vernon (2006)
The Bird With the Crystal Plumage (1970)
Black Christmas (1974)
Black Christmas (2006)
Blood and Black Lace (1964)
Blood and Lace (1971)
Blood Cult (1985)
Blood Feast (1963)
Blood Song (1982)
Blood Tracks (1985)
Bloody Birthday (1981)
The Boogey Man (1980)
The Burning (1981)
Candyman (1992)
The Cat and the Canary (1927)
Cherry Falls (2000)
Christmas Evil (1980)
The College Girl Murders (1967)
Corruption (1968)
Cover Girl Killer (1959)
Cruising (1980)
Cry Wolf (2005)
Curtains (1983)
Dark Night of the Scarecrow (TV) (1981)
The Dark Ride (a.k.a. Killer's Delight) (1978)
A Day of Judgment (1981)
Deadly Games (1982)
Dementia 13 (1963)
The Demon (1979)
Don't Answer the Phone! (1980)
Don't Go in the House (1979)
Don't Go in the Woods (a.k.a. Don't Go in the Woods…Alone) (1981)
Don't Look Now (1973)
The Dorm that Dripped Blood (1982)
Double Exposure (1982)
Dressed to Kill (1980)
The Driller Killer (1979)
Evil Judgment (1984)
Evil Laugh (1986)
Eyeball (1975)
Eyes of a Stranger (1981)
Eyes Without a Face (1960)
The Fan (1981)
Fatal Attraction (1987)
Fatal Games (1984)
Fellowship of the Frog (a.k.a. Face of the Frog, Der Frosch mit der Maske) (1959)
Final Exam (1981)
The Final Girls (2015)
The Final Terror (1983)
The Flesh and Blood Show (1972)
Freddy vs. Jason (2003)
Freddy's Dead: The Final Nightmare (1991)
Friday the 13th (1980)
Friday the 13th (2009)
Friday the 13th Part 2 (1981)
Friday the 13th Part III (1982)
Friday the 13th [Part IV]: The Final Chapter (1984)
Friday the 13th [Part V]: A New Beginning (1985)
Friday the 13th Part VI: Jason Lives (1986)
Friday the 13th Part VII: The New Blood (1988)
Friday the 13th Part VIII: Jason Takes Manhattan (1989)
Fright (1971)
Frightmare (a.k.a. Cover Up) (1974)
Funeral Home (1980)
The Funhouse (1981)
The Ghastly Ones (1968)
The Ghoul (1933)
The Girl Who Knew Too Much (a.k.a. Evil Eye) (1963)
Girls Night Out (a.k.a. The Scaremaker) (1982)
Gorilla Gang (a.k.a. Der Gorilla von Soho) (1968)
Graduation Day (1981)
Halloween (1978)
Halloween (2007)
Halloween (2018)
Halloween II (1981)
Halloween 4: The Return of Michael Myers (1988)
Halloween 5: The Revenge of Michael Myers (1989)
Halloween H20: 20 Years Later (1998)
Halloween: Resurrection (2002)
Happy Birthday to Me (1981)
He Knows You're Alone (1980)
Hell Night (1981)
The Hills Have Eyes Part II (1984)
The Hollywood Strangler Meets the Skid Row Slasher (1979)
Home for the Holidays (TV) (1972)
Home Sweet Home (1981)
Homicidal (1961)
Honeymoon Horror (1982)
Horror House (a.k.a. The Haunted House of Horror) (1969)
The House on Sorority Row (1983)
The House that Screamed (1970)
House of Wax (1953)
House of Wax (2005)
Humongous (1982)
Hush (2016)
I Know What You Did Last Summer (1997)
I Still Know What You Did Last Summer (1998)
The Incubus (1982)
The Initiation (1984)
Innocent Prey (1984)
Jack the Ripper (1959)
Jagged Edge (1985)
Jason X (2001)
Just Before Dawn (1981)
The Last Horror Film (1982)
The Leopard Man (1943)
The Love Butcher (1975)
Lover's Lane (1999)
Madman (1981)
Make a Wish (2002)
Maniac (1980)
Mortuary (1983)
Movie House Massacre (a.k.a. Blood Theatre) (1984)
The Mutilator (1984)
My Bloody Valentine (1981)
My Bloody Valentine 3D (2009)
My Super Psycho Sweet 16 (series) (TV) (2009-)
New Year's Evil (1980)
Next of Kin (1982)
Night After Night After Night (1969)
Night Must Fall (1964)
Night of Terror (1933)
Night of the Demon (1980)
Night School (1981)
Night Warning (a.k.a. Butcher, Baker, Nightmare Maker) (1981)
Nightmare (a.k.a. Nightmares in a Damaged Brain ) (1981)
A Nightmare on Elm Street (1984)
A Nightmare on Elm Street (2010)
A Nightmare on Elm Street 2: Freddy's Revenge (1985)
A Nightmare on Elm Street 3: Dream Warriors (1987)
A Nightmare on Elm Street 4: The Dream Master (1988) 
A Nightmare on Elm Street 5: The Dream Child (1989)
The Old Dark House (1932)
Pandemonium (1982)
Peeping Tom (1960)
Phantom of Soho (Das Phantom von Soho) (1964)
Phobia (1980)
Pieces (1982)
The Prey (1984)
Prom Night (1980)
Prom Night (2008)
The Prowler (1981)
Psycho (1960)
Psycho II (1983)
Rocktober Blood (1984)
Room 13 (Zimmer 13) (1964)
Satan's Blade (1984)
Savage Water (1979)
Savage Weekend
Scalps (1983)
The Scarlet Claw (1944)
Schizoid (1980)
Scream (a.k.a The Outing) (1981)
Scream (1996)
Scream 2 (1997)
Scream 3 (2000)
Scream 4 (2011)
Scream Bloody Murder (1973)
Screaming Mimi (1958)
The Seduction (1982)
The Silence of the Lambs (1991)
Silent Madness (1984)
Silent Night, Bloody Night (1972)
Silent Night, Deadly Night (1984)
Silent Rage (1982)
The Silent Scream (1979)
Simon Says (2006)
The Single Girls (1974)
Sisters (1972)
Slaughter High (1986)
The Slayer (1982)
Sledgehammer (1983)
Sleepaway Camp (1983)
Sleeping with the Enemy (1991)
Sorority Row (2009)
The Spiral Staircase (1946)
Splatter University (1984)
Stagefright (a.k.a. Deliria; Stagefright: Aquarius) (1987)
The Stepfather (1987)
Strait-Jacket (1964)
The Strange Vice of Mrs. Wardh (a.k.a. Next!) (1971)
The Strangler of Blackmoor Castle (Der Wurger von Schloss Blackmoor) (1963)
Student Bodies (1981)
Superstition (1982)
Sweet Sixteen (1983)
Terrified (1963)
The Terror (1928)
Terror Train (1980)
The Texas Chainsaw Massacre (1974)
The Texas Chainsaw Massacre (2003)
Thirteen Women (1932)
Three on a Meathook (1972)
To All a Goodnight (1980)
The Toolbox Murders (1978)
Torso (1973)
Tourist Trap (1979)
Tower of Evil (a.k.a. Beyond the Fog, Horror on Snape Island) (1972)
The Town That Dreaded Sundown (1976)
The Tripper (2006)
Twisted Nerve (1968)
Urban Legend (1998)
Urban Legends: Final Cut (2000)
Valentine (2001)
Violent Midnight (1963)
Visiting Hours (1982)
Wacko (1982)
Wes Craven's New Nightmare (1994)
When A Stranger Calls (1979)
When A Stranger Calls (2006)
Windows (1980)
Wrong Turn (2003)
You're Next (2011)","slashers, censorship, video nasties",,
